house_num,site,trips,income,travel_cost,travel_cost_other,water_clarity
1,1,4,40450.233585291324,38.8656413481788,16.3528788254946,0.5058157296106219
2,1,5,60304.37779644456,29.783446931647223,37.52519383648525,0.5058157296106219
3,1,5,66681.00118277673,42.16140885724485,67.18283183052688,0.5058157296106219
4,1,5,52886.05643626438,10.987633003182273,51.25850861161676,0.5058157296106219
5,1,5,69282.43201558408,15.653857692056828,7.721406740484327,0.5058157296106219
6,1,5,36947.82983542285,4.29901677082796,47.98828832157179,0.5058157296106219
7,1,6,60865.9808778109,5.308863540984721,91.04237903217309,0.5058157296106219
8,1,5,35556.74499146464,65.03213473554852,160.56897885893324,0.5058157296106219
9,1,5,64880.3396806831,14.52347584697356,24.340829581570915,0.5058157296106219
10,1,4,38490.77303298761,13.62527801337125,26.51229672133655,0.5058157296106219
11,1,8,34073.54241511738,8.364135780466894,404.74589304028757,0.5058157296106219
12,1,4,43329.994687529004,20.025957450407404,25.582122343299204,0.5058157296106219
13,1,4,57890.4348284525,61.913292536127955,8.293442128882399,0.5058157296106219
14,1,0,41487.07496610364,301.47824013575786,6.3604244265169525,0.5058157296106219
15,1,5,61158.71044861683,19.863309875799896,3.888806517503896,0.5058157296106219
16,1,4,38464.020301706914,37.8418635279026,6.089668048141238,0.5058157296106219
17,1,4,38996.27544989163,68.3462861604901,10.846645111743426,0.5058157296106219
18,1,6,35095.60919521722,32.33755404318441,188.58144825465487,0.5058157296106219
19,1,6,42910.722609468896,40.021898579203125,165.08564070254005,0.5058157296106219
20,1,10,100668.52009543369,29.39099447307558,439.79695125799526,0.5058157296106219
21,1,7,50296.37630677805,28.654003840842243,231.33027795415117,0.5058157296106219
22,1,5,43706.05068708597,15.926567784653122,45.60657464987465,0.5058157296106219
23,1,5,62755.6146816328,21.922969526763602,61.28524345739032,0.5058157296106219
24,1,6,53649.788897464976,6.604552816124098,96.77745412817316,0.5058157296106219
25,1,5,68620.69767995732,16.388836710362394,1.2845930211957843,0.5058157296106219
26,1,5,60349.94222424904,12.810702245849267,23.39779848076428,0.5058157296106219
27,1,4,57988.89358002458,62.41113269489251,25.22803916859299,0.5058157296106219
28,1,5,37622.78790872307,27.056983283215192,159.13215284778775,0.5058157296106219
29,1,5,48297.25059546637,41.85509028583485,91.71154734880923,0.5058157296106219
30,1,4,46260.1443335518,20.061369312993758,20.53779382822477,0.5058157296106219
31,1,0,19140.005314790018,100.42035440802667,16.179161210555367,0.5058157296106219
32,1,5,62765.54633971253,27.373653816178216,51.398695391759915,0.5058157296106219
33,1,5,59490.93344307402,14.174854013163454,11.836860772761574,0.5058157296106219
34,1,5,41799.82060484677,17.243345637358086,44.20593325504002,0.5058157296106219
35,1,5,74315.06454822623,9.544268703904818,7.1614668525611185,0.5058157296106219
36,1,5,52092.34007648603,9.679364308944802,30.174952733328695,0.5058157296106219
37,1,5,40117.95188978642,7.621343419753222,112.7729268077052,0.5058157296106219
38,1,5,60429.48612316038,28.99247448570044,27.864028872743642,0.5058157296106219
39,1,9,78734.55854473544,10.850807992774719,341.22339496509494,0.5058157296106219
40,1,4,40352.75226902665,30.70243988221221,41.39121635036504,0.5058157296106219
41,1,5,42126.64264999193,9.430738504877494,102.42231991231681,0.5058157296106219
42,1,5,58495.350607350614,18.786029631984473,15.45930650704241,0.5058157296106219
43,1,0,48220.61328906106,130.42152460034393,33.24667337322231,0.5058157296106219
44,1,4,44653.84853988318,21.244541813412347,27.98121090277016,0.5058157296106219
45,1,4,59662.19786074405,38.09113354621208,2.383632585437902,0.5058157296106219
46,1,4,30784.96963926787,35.82356725187271,33.047707082776185,0.5058157296106219
47,1,4,75367.38476913476,192.099946678412,43.26219903690553,0.5058157296106219
48,1,4,65979.71794208662,116.07970879292884,45.51726085479208,0.5058157296106219
49,1,4,41341.20671732623,92.73886187442017,103.29314211939088,0.5058157296106219
50,1,5,51152.18821115782,6.162920140983457,9.435980620243319,0.5058157296106219
51,1,4,53395.64957860047,47.68964506312862,21.954819588855578,0.5058157296106219
52,1,5,54058.030044252766,16.60236361091504,44.18220659429637,0.5058157296106219
53,1,6,73832.77881800031,11.622545271685178,53.77821149922409,0.5058157296106219
54,1,6,64732.34920686728,8.292107986604021,141.83077615020238,0.5058157296106219
55,1,5,62852.86448302061,41.51709082147875,39.64832796478276,0.5058157296106219
56,1,5,68694.51212096398,14.167854893148226,39.223897996506984,0.5058157296106219
57,1,4,45113.19482677699,46.76707885619895,54.51708965642668,0.5058157296106219
58,1,5,49420.48280373476,52.87762407069519,147.48731737083367,0.5058157296106219
59,1,5,69399.8413420919,3.606683818534473,18.009152283276926,0.5058157296106219
60,1,5,45714.60175018258,14.32945642993245,96.50929389369996,0.5058157296106219
61,1,5,63450.98273705648,24.487471716142167,41.531660603129744,0.5058157296106219
62,1,5,74386.02756820926,44.45970827269596,16.108372015220272,0.5058157296106219
63,1,5,58701.86601061175,33.25105972411711,33.65296929386292,0.5058157296106219
64,1,4,35396.31605742103,22.607941848475754,15.736616103485007,0.5058157296106219
65,1,7,151722.31591817935,29.86094104447821,13.15936251742718,0.5058157296106219
66,1,6,88703.32239987144,71.66911298204712,136.46682057003156,0.5058157296106219
67,1,0,48391.56631514275,304.8201352642112,38.272419055306784,0.5058157296106219
68,1,6,83385.92954463694,50.10470412755623,60.10603523835754,0.5058157296106219
69,1,4,33483.27418217372,22.610110603203072,15.478318775954621,0.5058157296106219
70,1,4,50931.9470726098,44.151135684116895,21.132358191968102,0.5058157296106219
71,1,5,52275.028049218665,35.99961348462834,31.505382556027335,0.5058157296106219
72,1,4,50652.544508654646,54.07640566551681,8.489531600709087,0.5058157296106219
73,1,0,47997.31600334005,148.61314577931307,9.111066411704467,0.5058157296106219
74,1,5,65280.75935773071,33.42483972410654,83.56960349725372,0.5058157296106219
75,1,5,91521.8577163362,116.78156270516024,2.218858706089193,0.5058157296106219
76,1,5,46495.92159649421,23.152357572122863,61.10523299634988,0.5058157296106219
77,1,6,75424.933856445,9.71640380805445,57.083825150637054,0.5058157296106219
78,1,4,33739.60720833423,70.49876448861794,35.84101956577011,0.5058157296106219
79,1,5,63644.976839705494,20.626476792728536,16.810133862385257,0.5058157296106219
80,1,5,59274.27870106432,2.867628885699247,47.52647630065709,0.5058157296106219
81,1,5,57143.275721181264,7.907210401268356,54.5554213950959,0.5058157296106219
82,1,4,22637.678425752318,107.11692019657332,91.7658558803399,0.5058157296106219
83,1,4,69645.49604091013,94.16730345071674,10.518670829154676,0.5058157296106219
84,1,5,56504.48309255697,29.978003392518026,44.59941954910965,0.5058157296106219
85,1,0,60724.33620303183,280.39624896052123,26.82872254932292,0.5058157296106219
86,1,4,26897.43263666662,7.062204575519158,17.744521960561844,0.5058157296106219
87,1,4,25832.608571951616,42.23310151306837,43.62481976784635,0.5058157296106219
88,1,5,43287.804820175654,10.144250189768329,69.9608598831251,0.5058157296106219
89,1,5,77544.86690805104,44.925528348000014,41.68383039622365,0.5058157296106219
90,1,4,67659.35578619003,79.247374319951,10.05338821472365,0.5058157296106219
91,1,5,64414.562921957106,35.36587143334105,37.63956983912326,0.5058157296106219
92,1,5,56724.36427859515,8.958241454731851,47.469024232507834,0.5058157296106219
93,1,6,60081.03584523213,7.17805806179866,91.43643225288525,0.5058157296106219
94,1,5,62749.480133213896,10.790132481177,16.325248370259498,0.5058157296106219
95,1,4,63354.129522840165,205.2532840618432,72.89407145452978,0.5058157296106219
96,1,5,51593.05764922639,23.2062528826606,32.49989743147334,0.5058157296106219
97,1,4,25264.452032045483,43.759382573836795,51.762703106144166,0.5058157296106219
98,1,5,74527.80742282602,8.77129175196133,4.830712535680771,0.5058157296106219
99,1,4,39374.65081421189,43.16820528120801,60.69504622861574,0.5058157296106219
100,1,6,57442.19158180394,33.783706297314055,162.04252294767596,0.5058157296106219
1,2,5,51963.660121217705,36.77615743021479,61.822611678617164,0.5034966353070922
2,2,5,50735.230237697644,30.758188353694,39.04072381263851,0.5034966353070922
3,2,4,66119.83008154598,77.20204179207919,23.483794647392028,0.5034966353070922
4,2,5,69196.79057902787,5.611124363833463,40.362183354034464,0.5034966353070922
5,2,5,66682.07179365821,63.70019498127886,27.68491240718567,0.5034966353070922
6,2,6,84531.84266909877,19.715137413400285,34.53269320187466,0.5034966353070922
7,2,8,43015.784702237026,12.943119672376604,407.50122943279086,0.5034966353070922
8,2,6,69063.50134214031,44.53780643601212,147.07245485028824,0.5034966353070922
9,2,6,52518.72926555027,21.73550978593968,125.40383265370916,0.5034966353070922
10,2,4,49323.68199945714,35.32383334202494,18.106531724857685,0.5034966353070922
11,2,4,56772.27071491669,55.07435690096385,9.419733202329352,0.5034966353070922
12,2,4,57769.922865879766,102.316172550639,68.24067188474142,0.5034966353070922
13,2,5,55743.0392846867,11.309667915086978,23.765583173320007,0.5034966353070922
14,2,4,46567.30321730393,60.71583871534076,35.940520362498496,0.5034966353070922
15,2,5,60729.634570275186,60.89039063123438,47.484461160065074,0.5034966353070922
16,2,5,61182.38520687327,11.425687965305007,48.079130759412635,0.5034966353070922
17,2,5,74363.73761226633,7.056559044638269,12.706187461430634,0.5034966353070922
18,2,5,43705.183980222944,22.852174136395835,67.43805548942498,0.5034966353070922
19,2,5,65067.96785262393,34.660292279930374,3.079417613831931,0.5034966353070922
20,2,5,51239.867873021845,27.3133707336792,32.9123308543208,0.5034966353070922
21,2,5,77255.5692997277,109.15202073399364,58.120109958294435,0.5034966353070922
22,2,4,47834.6887610218,20.076161490738404,9.423224538911118,0.5034966353070922
23,2,4,46038.59634110753,20.09844638053866,23.396050022705662,0.5034966353070922
24,2,4,54820.433229940354,88.14548878050462,15.404314583458714,0.5034966353070922
25,2,8,56349.7136011835,134.5772800983259,437.14043728345763,0.5034966353070922
26,2,5,73119.96235641433,69.13584145543206,24.35513618019191,0.5034966353070922
27,2,5,67776.08250786105,17.916881441361998,13.886393832356532,0.5034966353070922
28,2,4,41577.62825180166,38.41499716994494,15.565313140241297,0.5034966353070922
29,2,6,89097.09264261546,23.16473285046296,10.004825639335234,0.5034966353070922
30,2,5,51072.586307304664,43.08321835218077,115.86323293276199,0.5034966353070922
31,2,0,10000,33.811888815954724,18.827761949508574,0.5034966353070922
32,2,5,68826.60595370703,78.4139825424206,56.63778404865347,0.5034966353070922
33,2,6,67534.93659288275,5.345893383427051,66.12093869659714,0.5034966353070922
34,2,4,44152.16972093383,40.342870866342174,30.044225501487855,0.5034966353070922
35,2,5,40685.49883816206,16.695536171676988,78.22443493954076,0.5034966353070922
36,2,0,28559.176160977888,77.10135722359438,9.192034642556134,0.5034966353070922
37,2,0,28331.93503422334,93.77242229998687,24.261898911148744,0.5034966353070922
38,2,5,38299.219328340885,2.7990635339125682,43.08533015555676,0.5034966353070922
39,2,5,53805.727303671345,22.902062462396366,25.112092645643727,0.5034966353070922
40,2,5,51698.39744134964,27.330272833350097,30.033746816315727,0.5034966353070922
41,2,5,33828.11244852732,69.76988200601079,119.06207343445553,0.5034966353070922
42,2,6,87410.73464397123,28.226194847492817,65.3042787900169,0.5034966353070922
43,2,5,56367.64076906125,37.837889382326026,43.39307637716683,0.5034966353070922
44,2,10,54455.35621649405,12.550137876945147,593.0142675867023,0.5034966353070922
45,2,4,43052.57836647372,92.44290234982991,20.23669626835906,0.5034966353070922
46,2,5,64670.16441512153,21.71291176592608,50.654551664493596,0.5034966353070922
47,2,5,72999.88016260011,59.1661479434605,29.182240329380452,0.5034966353070922
48,2,5,67952.59096400242,58.31452908637502,20.717935456512336,0.5034966353070922
49,2,5,69042.19020018204,59.66547779488525,12.733430734526424,0.5034966353070922
50,2,0,23305.820519860008,445.6244911038431,12.260226752228407,0.5034966353070922
51,2,0,10000,331.3930348626527,91.27691581960195,0.5034966353070922
52,2,0,65280.347739372315,418.2460638877682,80.17488185160279,0.5034966353070922
53,2,6,45347.88228248783,95.79761643794595,289.42015211575887,0.5034966353070922
54,2,4,46738.64115095473,41.02682830887799,17.448120070254426,0.5034966353070922
55,2,5,76878.35858395093,13.02021122484565,11.408858588459358,0.5034966353070922
56,2,4,47843.832416269834,31.400750813009132,33.8694020359004,0.5034966353070922
57,2,5,54580.30265840749,9.818435813002473,28.150173679324723,0.5034966353070922
58,2,6,61513.22664398751,7.26162985331566,99.1333913440114,0.5034966353070922
59,2,5,70419.73254090874,16.317669378093107,46.63584044062299,0.5034966353070922
60,2,5,46325.1937801645,29.2970995092336,41.72095403372835,0.5034966353070922
61,2,5,71704.86130754475,4.44378049783222,13.37713614327581,0.5034966353070922
62,2,4,10000,14.672965680602466,81.47161902758437,0.5034966353070922
63,2,5,40207.79150158026,25.359122567129297,141.21397263150655,0.5034966353070922
64,2,5,47358.88376203064,7.341607297166624,53.51671124424845,0.5034966353070922
65,2,5,60623.027049177486,10.618246743053321,33.18542661657828,0.5034966353070922
66,2,5,60412.91051286727,36.79030960652493,7.897380594889871,0.5034966353070922
67,2,5,47402.30323198774,17.15647663570736,27.472286769399993,0.5034966353070922
68,2,5,70606.18463109544,27.675594673119885,63.0639408619988,0.5034966353070922
69,2,6,44071.53072711613,31.07867400580359,237.56774805759045,0.5034966353070922
70,2,6,77042.7419032139,22.275192741354253,69.11301692553988,0.5034966353070922
71,2,4,64370.800745032706,136.48481367036007,10.134135600285456,0.5034966353070922
72,2,4,32109.858181661915,62.75002658580601,38.894087088877576,0.5034966353070922
73,2,5,61934.1400881291,35.04183460326269,43.03513215189477,0.5034966353070922
74,2,4,50746.767719941214,90.00042098412717,4.977575646935704,0.5034966353070922
75,2,5,45873.74743378285,18.613321646467266,36.84711595193007,0.5034966353070922
76,2,5,53296.62707226041,130.79677653372326,155.4116867336973,0.5034966353070922
77,2,4,50443.16975897573,8.174155017872273,4.195072352304375,0.5034966353070922
78,2,6,49464.71162233921,20.044670544222374,178.30536061435834,0.5034966353070922
79,2,8,86123.37425257411,13.981164041837816,264.1308607385881,0.5034966353070922
80,2,6,80550.46040656866,10.44124721458335,37.26453196832252,0.5034966353070922
81,2,6,85787.79813800048,44.686136191102456,60.77885669889774,0.5034966353070922
82,2,6,64340.205698124206,43.57880228051302,133.36304917798233,0.5034966353070922
83,2,5,63027.44259693214,7.374926455541872,4.3712520062341635,0.5034966353070922
84,2,4,59999.89389404148,54.00426897634347,13.602227156899627,0.5034966353070922
85,2,5,53687.37492757714,5.963169380840601,33.028272520840574,0.5034966353070922
86,2,6,74105.75333111308,20.37157470128897,76.26461404892609,0.5034966353070922
87,2,5,48383.771102393584,10.187392550879565,61.435475570361675,0.5034966353070922
88,2,4,41804.15462363906,84.95745752741593,20.04047002374545,0.5034966353070922
89,2,5,69636.08621603998,57.28798329797705,42.442814087809275,0.5034966353070922
90,2,5,52868.61601095094,12.410133154706648,34.189488692797724,0.5034966353070922
91,2,4,55976.721927838415,161.85737289444185,44.583428917103035,0.5034966353070922
92,2,5,52838.34131053505,7.996378238539155,73.47247161813557,0.5034966353070922
93,2,5,48307.254945337394,52.19976367980216,117.6986325243331,0.5034966353070922
94,2,6,56089.50670847882,17.571644643808153,172.56424357598956,0.5034966353070922
95,2,4,33054.46407099864,53.802501387568604,57.95939480143051,0.5034966353070922
96,2,5,88285.37588785088,48.05426468846426,32.10291051404355,0.5034966353070922
97,2,5,54473.45851481415,20.381485273826215,33.35094809076427,0.5034966353070922
98,2,0,69129.97615019853,245.7735571293898,10.404457993567577,0.5034966353070922
99,2,5,56358.87981951567,30.87383106310224,59.56122142360764,0.5034966353070922
